session,sestype,sess_code,group_nb,part,dec_in_part,ind_partner,first_offer,g_memb_1,g_memb_2,g_memb_3,g_memb_4,g_memb_5,sess_sub1,sess_sub2,sess_sub3,sess_sub4,sess_sub5,male_1,male_2,male_3,male_4,male_5,age_1,age_2,age_3,age_4,age_5,econ_1,econ_2,econ_3,econ_4,econ_5,ind_ind_offer_1,ind_ind_offer_2,ind_ind_offer_3,ind_ind_offer_4,ind_ind_offer_5,g_ind_offer_1,g_ind_offer_2,g_ind_offer_3,g_ind_offer_4,g_ind_offer_5,group,1st,2nd,3rd,4th,5th,1st_male,2nd_male,3rd_male,4th_male,5th_male,1st_female,2nd_female,3rd_female,4th_female,5th_female,1st_econ,2nd_econ,3rd_econ,4th_econ,5th_econ,1st_age,2nd_age,3rd_age,4th_age,5th_age,,
6,DELIBERATION,101108_1514,3,3,1,,8,1,22,13,4,25,6_1,6_22,6_13,6_4,6_25,1,1,0,1,1,22,24,25,19,26,0,0,0,1,0,,,,,,0,8,0,0,0,0,0,0,0,0,8,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0,23,23,23,23,24,,
6,DELIBERATION,101108_1514,4,3,2,,7,6,27,18,9,30,6_6,6_27,6_18,6_9,6_30,0,1,1,0,0,18,22,27,23,25,0,1,1,0,0,,,,,,1,0,0,2,0,0,0,0,0,1,2,0.666666667,0.666666667,0.666666667,0,0,0.333333333,0.333333333,0.333333333,1,1,0.666666667,0.666666667,0.666666667,0,0,24.66666667,24.66666667,24.66666667,18,23,,
6,DELIBERATION,101108_1514,5,3,2,,9,11,2,23,14,5,6_11,6_2,6_23,6_14,6_5,0,0,1,0,0,20,22,23,20,20,0,0,0,0,0,,,,,,0,0,0,2,9,4,0,0,0,2,9,0.333333333,0.333333333,0.333333333,0,0,0.666666667,0.666666667,0.666666667,1,1,0,0,0,0,0,21.66666667,21.66666667,21.66666667,20,20,,
6,DELIBERATION,101108_1514,6,3,2,,10,16,7,28,19,10,6_16,6_7,6_28,6_19,6_10,0,0,1,0,0,18,19,18,19,18,0,0,0,1,0,,,,,,0,0,10,0,7,3,0,0,0,7,10,0,0,0,0,1,1,1,1,1,0,0.333333333,0.333333333,0.333333333,0,0,18.66666667,18.66666667,18.66666667,18,18,,
6,DELIBERATION,101108_1514,1,3,2,,10,21,12,3,24,15,6_21,6_12,6_3,6_24,6_15,0,0,1,0,1,27,19,18,21,33,0,1,0,0,0,,,,,,7,2,0,5,0,5,0,0,2,5,7,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,25.5,25.5,19,21,27,,
6,DELIBERATION,101108_1514,2,3,1,,9,26,17,8,29,20,6_26,6_17,6_8,6_29,6_20,0,1,1,1,1,20,19,21,20,19,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,19.8,19.8,19.8,19.8,19.8,,
6,DELIBERATION,101108_1514,3,3,1,,8,1,22,13,4,25,6_1,6_22,6_13,6_4,6_25,1,1,0,1,1,22,24,25,19,26,0,0,0,1,0,,,,,,0,8,0,0,0,0,0,0,0,0,8,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0,23,23,23,23,24,,
6,DELIBERATION,101108_1514,4,3,2,,10,6,27,18,9,30,6_6,6_27,6_18,6_9,6_30,0,1,1,0,0,18,22,27,23,25,0,1,1,0,0,,,,,,2,0,0,5,5,2,0,0,2,5,5,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,24.5,24.5,18,24,24,,
6,DELIBERATION,101108_1514,5,3,2,,10,11,2,23,14,5,6_11,6_2,6_23,6_14,6_5,0,0,1,0,0,20,22,23,20,20,0,0,0,0,0,,,,,,0,0,0,2,10,5,0,0,0,2,10,0.333333333,0.333333333,0.333333333,0,0,0.666666667,0.666666667,0.666666667,1,1,0,0,0,0,0,21.66666667,21.66666667,21.66666667,20,20,,
6,DELIBERATION,101108_1514,6,3,2,,6,16,7,28,19,10,6_16,6_7,6_28,6_19,6_10,0,0,1,0,0,18,19,18,19,18,0,0,0,1,0,,,,,,0,0,6,0,3,2,0,0,0,3,6,0,0,0,0,1,1,1,1,1,0,0.333333333,0.333333333,0.333333333,0,0,18.66666667,18.66666667,18.66666667,18,18,,
7,DELIBERATION,101109_1300,1,1,2,,5,1,2,3,4,5,7_1,7_2,7_3,7_4,7_5,1,0,0,0,1,19,26,26,25,20,1,1,1,0,0,,,,,,5,0,5,1,5,0,0,1,5,5,5,0,0,0.666666667,0.666666667,0.666666667,1,1,0.333333333,0.333333333,0.333333333,1,0,0.666666667,0.666666667,0.666666667,26,25,21.66666667,21.66666667,21.66666667,,
7,DELIBERATION,101109_1300,2,1,1,,9,6,7,8,9,10,7_6,7_7,7_8,7_9,7_10,0,1,0,1,1,21,20,22,20,28,0,1,0,0,0,,,,,,7,9,7,9,9,7,7,7,9,9,9,0,0,1,1,1,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,21.5,21.5,22.66666667,22.66666667,22.66666667,,
7,DELIBERATION,101109_1300,3,1,1,,7,11,12,13,14,15,7_11,7_12,7_13,7_14,7_15,1,1,0,0,0,19,21,24,19,29,0,0,0,0,0,,,,,,5,4,4,0,6,0,0,4,4,5,6,0,0.5,0.5,1,0,1,0.5,0.5,0,1,0,0,0,0,0,19,22.5,22.5,19,29,,
7,DELIBERATION,101109_1300,1,1,2,,8,1,2,3,4,5,7_1,7_2,7_3,7_4,7_5,1,0,0,0,1,19,26,26,25,20,1,1,1,0,0,,,,,,7,0,0,0,5,0,0,0,0,5,7,0,0,0,1,1,1,1,1,0,0,0.666666667,0.666666667,0.666666667,0,1,25.66666667,25.66666667,25.66666667,20,19,,
7,DELIBERATION,101109_1300,2,1,2,,8,6,7,8,9,10,7_6,7_7,7_8,7_9,7_10,0,1,0,1,1,21,20,22,20,28,0,1,0,0,0,,,,,,5,7,0,6,0,2,0,0,5,6,7,0.5,0.5,0,1,1,0.5,0.5,1,0,0,0,0,0,0,1,25,25,21,20,20,,
7,DELIBERATION,101109_1300,3,1,2,,5,11,12,13,14,15,7_11,7_12,7_13,7_14,7_15,1,1,0,0,0,19,21,24,19,29,0,0,0,0,0,,,,,,0,1,0,0,4,0,0,0,0,1,4,0.333333333,0.333333333,0.333333333,1,0,0.666666667,0.666666667,0.666666667,0,1,0,0,0,0,0,20.66666667,20.66666667,20.66666667,21,29,,
7,DELIBERATION,101109_1300,1,2,2,,6,11,7,3,14,10,7_11,7_7,7_3,7_14,7_10,1,1,0,0,1,19,20,26,19,28,0,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.4,22.4,22.4,22.4,22.4,,
7,DELIBERATION,101109_1300,2,2,1,,10,1,12,8,4,15,7_1,7_12,7_8,7_4,7_15,1,1,0,0,0,19,21,22,25,29,1,0,0,0,0,,,,,,10,0,0,0,5,0,0,0,0,5,10,0.333333333,0.333333333,0.333333333,0,1,0.666666667,0.666666667,0.666666667,1,0,0,0,0,0,1,22.66666667,22.66666667,22.66666667,29,19,,
7,DELIBERATION,101109_1300,3,2,1,,8,6,2,13,9,5,7_6,7_2,7_13,7_9,7_5,0,0,0,1,1,21,26,24,20,20,0,1,0,0,0,,,,,,2,0,4,7,0,0,0,0,2,4,7,0.5,0.5,0,0,1,0.5,0.5,1,1,0,0.5,0.5,0,0,0,23,23,21,24,20,,
7,DELIBERATION,101109_1300,1,2,2,,10,11,7,3,14,10,7_11,7_7,7_3,7_14,7_10,1,1,0,0,1,19,20,26,19,28,0,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.4,22.4,22.4,22.4,22.4,,
7,DELIBERATION,101109_1300,2,2,2,,8,1,12,8,4,15,7_1,7_12,7_8,7_4,7_15,1,1,0,0,0,19,21,22,25,29,1,0,0,0,0,,,,,,7,0,0,0,5,0,0,0,0,5,7,0.333333333,0.333333333,0.333333333,0,1,0.666666667,0.666666667,0.666666667,1,0,0,0,0,0,1,22.66666667,22.66666667,22.66666667,29,19,,
7,DELIBERATION,101109_1300,3,2,2,,5,6,2,13,9,5,7_6,7_2,7_13,7_9,7_5,0,0,0,1,1,21,26,24,20,20,0,1,0,0,0,,,,,,1,0,2,5,0,0,0,0,1,2,5,0.5,0.5,0,0,1,0.5,0.5,1,1,0,0.5,0.5,0,0,0,23,23,21,24,20,,
7,DELIBERATION,101109_1300,1,3,2,,8,6,12,3,9,15,7_6,7_12,7_3,7_9,7_15,0,1,0,1,0,21,21,26,20,29,0,0,1,0,0,,,,,,2,0,0,7,4,2,0,0,2,4,7,0.5,0.5,0,0,1,0.5,0.5,1,1,0,0.5,0.5,0,0,0,23.5,23.5,21,29,20,,
7,DELIBERATION,101109_1300,2,3,1,,5,11,2,8,14,5,7_11,7_2,7_8,7_14,7_5,1,0,0,0,1,19,26,22,19,20,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2,,
7,DELIBERATION,101109_1300,3,3,1,,7,1,7,13,4,10,7_1,7_7,7_13,7_4,7_10,1,1,0,0,1,19,20,24,25,28,1,1,0,0,0,,,,,,7,1,0,0,0,0,0,0,0,1,7,0.333333333,0.333333333,0.333333333,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0,1,1,25.66666667,25.66666667,25.66666667,20,19,,
7,DELIBERATION,101109_1300,1,3,2,,5,6,12,3,9,15,7_6,7_12,7_3,7_9,7_15,0,1,0,1,0,21,21,26,20,29,0,0,1,0,0,,,,,,2,0,0,0,2,2,0,0,0,2,2,0.666666667,0.666666667,0.666666667,0,0,0.333333333,0.333333333,0.333333333,1,1,0.333333333,0.333333333,0.333333333,0,0,22.33333333,22.33333333,22.33333333,25,25,,
7,DELIBERATION,101109_1300,2,3,2,,7,11,2,8,14,5,7_11,7_2,7_8,7_14,7_5,1,0,0,0,1,19,26,22,19,20,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2,,
7,DELIBERATION,101109_1300,3,3,2,,9,1,7,13,4,10,7_1,7_7,7_13,7_4,7_10,1,1,0,0,1,19,20,24,25,28,1,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.2,23.2,23.2,23.2,23.2,,
8,DELIBERATION,101109_1554,1,1,2,,0,1,2,3,4,5,8_1,8_2,8_3,8_4,8_5,0,0,0,1,0,29,21,21,21,25,1,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,23.4,23.4,23.4,23.4,23.4,,
8,DELIBERATION,101109_1554,2,1,1,,5,6,7,8,9,10,8_6,8_7,8_8,8_9,8_10,0,1,1,1,1,23,18,19,24,22,0,1,0,0,0,,,,,,10,5,10,1,4,4,1,4,5,10,10,1,1,1,0.5,0.5,0,0,0,0.5,0.5,0,0,1,0,0,24,22,18,21,21,,
8,DELIBERATION,101109_1554,3,1,1,,7,11,12,13,14,15,8_11,8_12,8_13,8_14,8_15,1,1,0,1,1,22,20,22,19,23,0,1,0,0,0,,,,,,7,4,2,9,10,8,2,4,7,9,10,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,22,20,22,19,23,,
8,DELIBERATION,101109_1554,1,1,2,,6,1,2,3,4,5,8_1,8_2,8_3,8_4,8_5,0,0,0,1,0,29,21,21,21,25,1,0,0,1,0,,,,,,5,3,0,6,10,0,0,3,5,6,10,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,21,21,29,21,25,,
8,DELIBERATION,101109_1554,2,1,2,,5,6,7,8,9,10,8_6,8_7,8_8,8_9,8_10,0,1,1,1,1,23,18,19,24,22,0,1,0,0,0,,,,,,10,6,10,3,4,10,3,4,6,10,10,1,1,1,0.5,0.5,0,0,0,0.5,0.5,0,0,1,0,0,24,22,18,21,21,,
8,DELIBERATION,101109_1554,3,1,2,,0,11,12,13,14,15,8_11,8_12,8_13,8_14,8_15,1,1,0,1,1,22,20,22,19,23,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2,,
8,DELIBERATION,101109_1554,1,2,2,,6,11,7,3,14,10,8_11,8_7,8_3,8_14,8_10,1,1,0,1,1,22,18,21,19,22,0,1,0,0,0,,,,,,2,10,0,0,5,3,0,0,2,5,10,0.5,0.5,1,1,1,0.5,0.5,0,0,0,0,0,0,0,1,20,20,22,22,18,,
8,DELIBERATION,101109_1554,2,2,1,,0,1,12,8,4,15,8_1,8_12,8_8,8_4,8_15,0,1,1,1,1,29,20,19,21,23,1,1,0,1,0,,,,,,0,0,5,0,0,0,0,0,0,0,5,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.75,0.75,0.75,0.75,0,23.25,23.25,23.25,23.25,19,,
8,DELIBERATION,101109_1554,3,2,1,,0,6,2,13,9,5,8_6,8_2,8_13,8_9,8_5,0,0,0,1,0,23,21,22,24,25,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,23,23,23,23,23,,
8,DELIBERATION,101109_1554,1,2,2,,0,11,7,3,14,10,8_11,8_7,8_3,8_14,8_10,1,1,0,1,1,22,18,21,19,22,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4,,
8,DELIBERATION,101109_1554,2,2,2,,0,1,12,8,4,15,8_1,8_12,8_8,8_4,8_15,0,1,1,1,1,29,20,19,21,23,1,1,0,1,0,,,,,,0,0,5,0,0,0,0,0,0,0,5,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.75,0.75,0.75,0.75,0,23.25,23.25,23.25,23.25,19,,
8,DELIBERATION,101109_1554,3,2,2,,7,6,2,13,9,5,8_6,8_2,8_13,8_9,8_5,0,0,0,1,0,23,21,22,24,25,0,0,0,0,0,,,,,,10,0,1,4,0,2,0,0,1,4,10,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,23,23,22,24,23,,
8,DELIBERATION,101109_1554,1,3,2,,0,6,12,3,9,15,8_6,8_12,8_3,8_9,8_15,0,1,0,1,1,23,20,21,24,23,0,1,0,0,0,,,,,,10,0,0,0,0,0,0,0,0,0,10,0.75,0.75,0.75,0.75,0,0.25,0.25,0.25,0.25,1,0.25,0.25,0.25,0.25,0,22,22,22,22,23,,
8,DELIBERATION,101109_1554,2,3,1,,7,11,2,8,14,5,8_11,8_2,8_8,8_14,8_5,1,0,1,1,0,22,21,19,19,25,0,0,0,0,0,,,,,,0,0,10,3,0,2,0,0,0,3,10,0.333333333,0.333333333,0.333333333,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,22.66666667,22.66666667,22.66666667,19,19,,
8,DELIBERATION,101109_1554,3,3,1,,1,1,7,13,4,10,8_1,8_7,8_13,8_4,8_10,0,1,0,1,1,29,18,22,21,22,1,1,0,1,0,,,,,,0,0,1,1,0,1,0,0,0,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5,0.5,0.666666667,0.666666667,0.666666667,0.5,0.5,23,23,23,21.5,21.5,,
8,DELIBERATION,101109_1554,1,3,2,,7,6,12,3,9,15,8_6,8_12,8_3,8_9,8_15,0,1,0,1,1,23,20,21,24,23,0,1,0,0,0,,,,,,10,0,0,0,7,3,0,0,0,7,10,0.666666667,0.666666667,0.666666667,1,0,0.333333333,0.333333333,0.333333333,0,1,0.333333333,0.333333333,0.333333333,0,0,21.66666667,21.66666667,21.66666667,23,23,,
8,DELIBERATION,101109_1554,2,3,2,,1,11,2,8,14,5,8_11,8_2,8_8,8_14,8_5,1,0,1,1,0,22,21,19,19,25,0,0,0,0,0,,,,,,0,0,10,1,0,0,0,0,0,1,10,0.333333333,0.333333333,0.333333333,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,22.66666667,22.66666667,22.66666667,19,19,,
8,DELIBERATION,101109_1554,3,3,2,,7,1,7,13,4,10,8_1,8_7,8_13,8_4,8_10,0,1,0,1,1,29,18,22,21,22,1,1,0,1,0,,,,,,0,10,1,7,0,7,0,0,1,7,10,0.5,0.5,0,1,1,0.5,0.5,1,0,0,0.5,0.5,0,1,1,25.5,25.5,22,21,18,,
9,DELIBERATION_I,101110_1438,1,1,1,1,10,1,2,3,4,5,9_1,9_2,9_3,9_4,9_5,0,1,1,1,0,27,22,20,18,30,1,1,0,0,0,5,0,10,8,10,5,3,10,7,8,6,3,5,7,8,10,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,22,27,18,30,20,,
9,DELIBERATION_I,101110_1438,2,1,1,2,7,6,7,8,9,10,9_6,9_7,9_8,9_9,9_10,0,0,0,0,0,18,19,21,22,20,0,0,0,0,0,4,0,7,7,5,6,0,6,7,5,7,0,5,6,6,7,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,19,20,19.5,19.5,22,,
9,DELIBERATION_I,101110_1438,3,1,1,3,5,11,12,13,14,15,9_11,9_12,9_13,9_14,9_15,0,0,1,1,1,20,25,20,18,23,0,0,1,0,1,5,2,3,4,5,5,4,3,3,0,0,0,3,3,4,5,1,1,1,0,0,0,0,0,1,1,1,0.5,0.5,0,0,23,19,19,25,20,,
9,DELIBERATION_I,101110_1438,1,1,2,2,6,1,2,3,4,5,9_1,9_2,9_3,9_4,9_5,0,1,1,1,0,27,22,20,18,30,1,1,0,0,0,3,0,2,5,8,2,2,2,5,7,3,2,2,2,5,7,0.666666667,0.666666667,0.666666667,1,0,0.333333333,0.333333333,0.333333333,0,1,0.666666667,0.666666667,0.666666667,0,0,23,23,23,18,30,,
9,DELIBERATION_I,101110_1438,2,1,2,3,5,6,7,8,9,10,9_6,9_7,9_8,9_9,9_10,0,0,0,0,0,18,19,21,22,20,0,0,0,0,0,3,3,5,5,5,4,3,4,5,5,4,3,4,4,5,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,19,19.5,19.5,21,21,,
9,DELIBERATION_I,101110_1438,3,1,2,4,7,11,12,13,14,15,9_11,9_12,9_13,9_14,9_15,0,0,1,1,1,20,25,20,18,23,0,0,1,0,1,6,2,5,5,3,4,0,2,3,0,0,0,0,2,3,4,0.5,0.5,1,1,0,0.5,0.5,0,0,1,0.5,0.5,1,0,0,24,24,20,18,20,,
9,DELIBERATION_I,101110_1438,1,2,1,3,6,11,7,3,14,10,9_11,9_7,9_3,9_14,9_10,0,0,1,1,0,20,19,20,18,20,0,0,0,0,0,3,0,2,3,6,2,3,2,2,5,2,2,2,2,3,5,0.666666667,0.666666667,0.666666667,0,0,0.333333333,0.333333333,0.333333333,1,1,0,0,0,0,0,19.33333333,19.33333333,19.33333333,19,20,,
9,DELIBERATION_I,101110_1438,2,2,1,4,7,1,12,8,4,15,9_1,9_12,9_8,9_4,9_15,0,0,0,1,1,27,25,21,18,23,1,0,0,0,1,4,3,7,6,3,4,3,6,6,0,4,0,3,4,6,6,1,0,0,0.5,0.5,0,1,1,0.5,0.5,1,0,1,0,0,23,25,27,19.5,19.5,,
9,DELIBERATION_I,101110_1438,3,2,1,5,2,6,2,13,9,5,9_6,9_2,9_13,9_9,9_5,0,1,1,0,0,18,22,20,22,30,0,1,1,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,3,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,20.5,20.5,20.5,20.5,30,,
9,DELIBERATION_I,101110_1438,1,2,2,4,7,11,7,3,14,10,9_11,9_7,9_3,9_14,9_10,0,0,1,1,0,20,19,20,18,20,0,0,0,0,0,3,0,3,2,5,3,4,3,2,5,3,2,3,3,4,5,1,0.5,0.5,0,0,0,0.5,0.5,1,1,0,0,0,0,0,18,20,20,19,20,,
9,DELIBERATION_I,101110_1438,2,2,2,5,2,1,12,8,4,15,9_1,9_12,9_8,9_4,9_15,0,0,0,1,1,27,25,21,18,23,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,22.8,22.8,22.8,22.8,22.8,,
9,DELIBERATION_I,101110_1438,3,2,2,6,10,6,2,13,9,5,9_6,9_2,9_13,9_9,9_5,0,1,1,0,0,18,22,20,22,30,0,1,1,0,0,10,0,10,10,10,10,2,10,10,10,10,2,10,10,10,10,1,0.25,0.25,0.25,0.25,0,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,22,22.5,22.5,22.5,22.5,,
9,DELIBERATION_I,101110_1438,1,3,1,5,2,6,12,3,9,15,9_6,9_12,9_3,9_9,9_15,0,0,1,0,1,18,25,20,22,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.6,21.6,21.6,21.6,21.6,,
9,DELIBERATION_I,101110_1438,2,3,1,6,10,11,2,8,14,5,9_11,9_2,9_8,9_14,9_5,0,1,0,1,0,20,22,21,18,30,0,1,0,0,0,10,0,10,10,10,10,4,10,10,10,10,4,10,10,10,10,1,0.25,0.25,0.25,0.25,0,0.75,0.75,0.75,0.75,1,0,0,0,0,22,22.25,22.25,22.25,22.25,,
9,DELIBERATION_I,101110_1438,3,3,1,1,10,1,7,13,4,10,9_1,9_7,9_13,9_4,9_10,0,0,1,1,0,27,19,20,18,20,1,0,1,0,0,5,0,10,10,10,5,5,10,8,10,7,5,5,8,10,10,0,0,1,0.5,0.5,1,1,0,0.5,0.5,0.5,0.5,0,0.5,0.5,23,23,18,20,20,,
9,DELIBERATION_I,101110_1438,1,3,2,6,10,6,12,3,9,15,9_6,9_12,9_3,9_9,9_15,0,0,1,0,1,18,25,20,22,23,0,0,0,0,1,10,5,5,10,10,10,5,5,10,10,5,5,5,10,10,10,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5,0.5,0.666666667,0.666666667,0.666666667,0,0,0.333333333,0.333333333,0.333333333,22.5,22.5,21,21,21,,
9,DELIBERATION_I,101110_1438,2,3,2,1,10,11,2,8,14,5,9_11,9_2,9_8,9_14,9_5,0,1,0,1,0,20,22,21,18,30,0,1,0,0,0,10,3,10,10,9,10,4,10,8,9,10,4,8,9,10,10,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,22,18,30,20.5,20.5,,
9,DELIBERATION_I,101110_1438,3,3,2,2,7,1,7,13,4,10,9_1,9_7,9_13,9_4,9_10,0,0,1,1,0,27,19,20,18,20,1,0,1,0,0,3,3,1,7,5,3,3,1,5,5,3,1,3,3,5,5,1,0,0,0.5,0.5,0,1,1,0.5,0.5,1,0.5,0.5,0,0,20,23,23,19,19,,
